101,0000000150,0000000331,TRUE
102,0000000357,0000000047,TRUE
103,0000000276,0000000860,TRUE
104,0000000121,0000000140,FALSE
105,0000000247,0000000645,TRUE
106,0000000279,0000000176,TRUE
107,0000000117,0000000081,TRUE
108,0000000206,0000000724,TRUE
109,0000000365,0000000824,FALSE
110,0000000305,0000000583,TRUE
111,0000000219,0000000318,TRUE
112,0000000292,0000000263,FALSE
113,0000000141,0000000912,TRUE
114,0000000183,0000000586,FALSE
115,0000000258,0000000873,TRUE
116,0000000355,0000000715,TRUE
117,0000000177,0000000731,FALSE
118,0000000427,0000000747,TRUE
119,0000000199,0000000635,FALSE
120,0000000456,0000000556,TRUE
121,0000000358,0000000469,FALSE
122,0000000259,0000000070,FALSE
123,0000000478,0000000773,FALSE
124,0000000410,0000000063,TRUE
125,0000000331,0000000081,FALSE
126,0000000416,0000000448,TRUE
127,0000000270,0000000387,FALSE
128,0000000390,0000000117,TRUE
129,0000000345,0000000712,TRUE
130,0000000401,0000000567,FALSE
131,0000000193,0000000351,TRUE
132,0000000419,0000000564,FALSE
133,0000000449,0000000479,TRUE
134,0000000483,0000000623,FALSE
135,0000000380,0000000716,FALSE
136,0000000215,0000000659,TRUE
137,0000000237,0000000755,TRUE
138,0000000213,0000000933,FALSE
139,0000000348,0000000570,TRUE
140,0000000165,0000000634,FALSE
141,0000000303,0000000002,FALSE
142,0000000378,0000000675,TRUE
143,0000000190,0000000985,FALSE
144,0000000130,0000000989,FALSE
145,0000000313,0000000783,FALSE
146,0000000410,0000000589,TRUE
147,0000000187,0000000349,TRUE
148,0000000244,0000000812,FALSE
149,0000000126,0000000420,TRUE
150,0000000464,0000000497,FALSE
151,0000000168,0000000848,TRUE
152,0000000500,0000000953,FALSE
153,0000000175,0000000329,TRUE
154,0000000405,0000000984,FALSE
155,0000000117,0000000873,FALSE
156,0000000230,0000000919,TRUE
157,0000000324,0000000830,TRUE
158,0000000396,0000000267,FALSE
159,0000000264,0000000604,TRUE
160,0000000443,0000000358,FALSE
161,0000000304,0000000612,FALSE
162,0000000251,0000000288,TRUE
163,0000000376,0000000925,FALSE
164,0000000128,0000000598,TRUE
165,0000000360,0000000486,TRUE
166,0000000214,0000000195,FALSE
167,0000000448,0000000648,TRUE
168,0000000140,0000000799,FALSE
169,0000000244,0000000977,TRUE
170,0000000415,0000000079,FALSE
171,0000000370,0000000214,TRUE
172,0000000360,0000000340,FALSE
173,0000000472,0000000991,TRUE
174,0000000358,0000000929,TRUE
175,0000000337,0000000094,FALSE
176,0000000307,0000000373,TRUE
177,0000000495,0000000629,FALSE
178,0000000420,0000000950,FALSE
179,0000000252,0000000299,FALSE
180,0000000305,0000000060,FALSE
181,0000000126,0000000266,TRUE
182,0000000192,0000000626,FALSE
183,0000000137,0000000159,TRUE
184,0000000374,0000000791,TRUE
185,0000000185,0000000133,FALSE
186,0000000372,0000000504,TRUE
187,0000000344,0000000479,FALSE
188,0000000488,0000000814,TRUE
189,0000000426,0000000080,FALSE
190,0000000210,0000000424,TRUE
191,0000000349,0000000989,FALSE
192,0000000404,0000000436,TRUE
193,0000000303,0000000864,FALSE
194,0000000166,0000000523,TRUE
195,0000000473,0000000769,FALSE
196,0000000394,0000000586,TRUE
197,0000000108,0000000861,FALSE
198,0000000394,0000000473,FALSE
199,0000000439,0000000240,TRUE
200,0000000174,0000000940,TRUE
201,0000000407,0000000311,FALSE
202,0000000316,0000000813,TRUE
203,0000000469,0000000034,FALSE
204,0000000258,0000000914,TRUE
205,0000000184,0000000677,FALSE
206,0000000185,0000000816,FALSE
207,0000000481,0000000016,FALSE
208,0000000285,0000000544,TRUE
209,0000000460,0000000103,FALSE
210,0000000474,0000000958,TRUE
211,0000000445,0000000497,FALSE
212,0000000421,0000000576,TRUE
213,0000000350,0000000763,FALSE
214,0000000285,0000000175,TRUE
215,0000000363,0000000800,TRUE
216,0000000452,0000000934,FALSE
217,0000000395,0000000176,FALSE
218,0000000403,0000000770,TRUE
219,0000000172,0000000422,FALSE
220,0000000489,0000000941,TRUE
221,0000000435,0000000926,FALSE
222,0000000146,0000000352,TRUE
223,0000000376,0000000208,TRUE
224,0000000368,0000000279,FALSE
225,0000000159,0000000778,TRUE
226,0000000474,0000000307,FALSE
227,0000000288,0000000393,TRUE
228,0000000120,0000000846,FALSE
229,0000000386,0000000004,FALSE
230,0000000145,0000000726,TRUE
231,0000000326,0000000070,FALSE
232,0000000244,0000000983,FALSE
233,0000000475,0000000695,TRUE
234,0000000491,0000000185,FALSE
235,0000000166,0000000810,FALSE
236,0000000342,0000000519,TRUE
237,0000000342,0000000524,FALSE
238,0000000109,0000000597,TRUE
239,0000000222,0000000138,FALSE
240,0000000135,0000000070,TRUE
241,0000000258,0000000608,TRUE
242,0000000339,0000000731,FALSE
243,0000000243,0000000582,TRUE
244,0000000459,0000000407,FALSE
245,0000000454,0000000468,TRUE
246,0000000275,0000000526,FALSE
247,0000000496,0000000469,TRUE
248,0000000207,0000000742,FALSE
249,0000000139,0000000089,FALSE
250,0000000171,0000000959,TRUE
251,0000000363,0000000531,TRUE
252,0000000336,0000000345,FALSE
253,0000000455,0000000228,TRUE
254,0000000244,0000000974,FALSE
255,0000000369,0000000077,FALSE
256,0000000101,0000000637,TRUE
257,0000000151,0000000085,FALSE
258,0000000116,0000000192,TRUE
259,0000000382,0000000322,TRUE
260,0000000331,0000000925,FALSE
261,0000000307,0000000099,FALSE
262,0000000291,0000000492,FALSE
263,0000000262,0000000740,FALSE
264,0000000475,0000000299,FALSE
265,0000000190,0000000254,TRUE
266,0000000394,0000000200,FALSE
267,0000000399,0000000099,TRUE
268,0000000382,0000000096,TRUE
269,0000000156,0000000400,FALSE
270,0000000193,0000000299,TRUE
271,0000000151,0000000343,FALSE
